37,9,448.51,232.12,23.25,54.40,1.64,-1,-1,-1
37,10,371.67,230.70,23.14,67.20,1.40,-1,-1,-1
37,1,104.74,263.52,28.20,95.98,1.60,-1,-1,-1
37,13,658.93,246.02,28.80,75.83,1.58,-1,-1,-1
37,8,325.11,211.36,25.25,56.84,1.21,-1,-1,-1
37,18,529.09,218.59,25.23,57.40,1.54,-1,-1,-1
37,19,298.28,302.47,44.58,97.94,1.66,-1,-1,-1
38,2,370.00,237.23,32.79,69.46,1.56,-1,-1,-1
38,3,200.38,220.22,21.85,61.67,1.64,-1,-1,-1
38,5,296.02,283.37,47.73,116.38,1.60,-1,-1,-1
38,6,288.55,236.30,41.78,75.76,1.38,-1,-1,-1
38,7,137.75,247.91,56.44,68.60,1.54,-1,-1,-1
38,9,448.62,232.32,23.01,53.84,1.64,-1,-1,-1
38,10,371.13,231.28,25.84,67.02,1.45,-1,-1,-1
38,1,104.53,263.52,27.55,95.19,1.52,-1,-1,-1
38,13,628.67,210.52,16.38,49.00,1.10,-1,-1,-1
38,8,326.14,209.05,25.10,59.04,1.39,-1,-1,-1
38,18,528.63,217.37,23.96,57.94,1.56,-1,-1,-1
38,19,295.84,272.53,47.64,89.23,1.29,-1,-1,-1
38,4,659.46,247.66,30.57,74.67,1.58,-1,-1,-1
